Field_Target,Field_Ref,Column,Mean_Target,Mean_Ref,Pooled_Std,MeanDiff,CohenD,Effect_Size
corsscieco,All other fields,p_and,2.7789,2.9314,2.5721,-0.1524,-0.05926861902491023,negligible
corsscieco,All other fields,tm_adv,1.6661,1.7725,1.7831,-0.1064,-0.05967613522310821,negligible
corsscieco,All other fields,pl_adv,2.9673,3.2541,3.73,-0.2869,-0.076912092538425,negligible
corsscieco,All other fields,advs,30.0105,29.2254,10.0609,0.7851,0.07803625380526473,negligible
corsscieco,All other fields,inf,8.3924,9.8132,5.0774,-1.4208,-0.2798391102884646,small
corsscieco,All other fields,prd_mod,1.7006,1.5701,2.001,0.1305,0.06520826474396084,negligible
corsscieco,All other fields,sua_vb,1.3942,1.5999,1.7865,-0.2057,-0.1151680916727253,negligible
corsscieco,All other fields,sub_cnd,0.8614,0.8784,1.3225,-0.017,-0.012863886887135165,negligible
corsscieco,All other fields,nec_mod,0.9959,0.9696,1.4943,0.0263,0.01761890568330713,negligible
corsscieco,All other fields,spl_aux,2.4532,2.9175,2.117,-0.4643,-0.21933517040026615,small
corsscieco,All other fields,conjncts,7.7708,6.2712,3.8441,1.4995,0.39008239948568074,small
corsscieco,All other fields,agls_psv,8.9205,12.4206,7.0175,-3.5001,-0.4987636331730131,small
corsscieco,All other fields,by_pasv,2.0029,2.0205,1.8144,-0.0176,-0.00970608139386134,negligible
corsscieco,All other fields,whiz_vbn,2.9526,3.6489,2.5527,-0.6963,-0.27277184055515785,small
corsscieco,All other fields,sub_othr,4.3088,3.825,2.4935,0.4838,0.19401547630359686,negligible
corsscieco,All other fields,vcmp,5.4158,4.4524,3.4971,0.9634,0.27548044848167985,small
corsscieco,All other fields,downtone,2.3012,2.4345,1.9389,-0.1333,-0.06874682267645767,negligible
corsscieco,All other fields,pred_adj,5.5099,5.1956,3.359,0.3143,0.09358485676254547,negligible
corsscieco,All other fields,allmodal,8.0889,7.7278,5.3257,0.3611,0.06780630523405505,negligible
corsscieco,All other fields,allconj,15.2591,16.6359,6.1379,-1.3768,-0.22431075145863905,small
corsscieco,All other fields,allpasv,13.8719,18.0905,8.351,-4.2186,-0.5051527824425023,medium
corsscieco,All other fields,allwh,0.3509,0.4309,0.9083,-0.08,-0.08806983001163753,negligible
corsscieco,All other fields,allwhrel,4.3959,3.8964,2.7715,0.4995,0.1802283339947178,negligible
corsscieco,All other fields,alladj,101.4094,96.3765,21.5986,5.0328,0.2330167280006874,small
corsscieco,All other fields,allpro,16.6632,14.638,9.5887,2.0251,0.21119942903567474,small
corsscieco,All other fields,have,1.6433,1.6028,1.7624,0.0404,0.022947196449890142,negligible
corsscieco,All other fields,allverb,98.1854,103.027,14.9426,-4.8416,-0.32401389436409256,small
corsscieco,All other fields,vprogrsv,4.5708,5.5328,3.5234,-0.962,-0.27303944438259536,small
corsscieco,All other fields,that_rel,2.8795,3.4862,2.7593,-0.6066,-0.2198573870294412,small
corsscieco,All other fields,jcmp,0.2246,0.2356,0.5628,-0.0111,-0.019688141732050926,negligible
corsscieco,All other fields,nonf_vth,2.2263,1.9026,1.8374,0.3237,0.17619454369627735,negligible
corsscieco,All other fields,att_vth,0.3673,0.4751,0.844,-0.1079,-0.12782688163240305,negligible
corsscieco,All other fields,fact_vth,2.455,2.0294,2.1246,0.4256,0.200315884905358,small
corsscieco,All other fields,lkly_vth,1.4725,1.4239,1.6265,0.0486,0.029877542920935942,negligible
corsscieco,All other fields,att_jth,0.269,0.2005,0.4973,0.0685,0.13776339973965054,negligible
corsscieco,All other fields,fact_jth,0.107,0.0904,0.3212,0.0166,0.051810542819814044,negligible
corsscieco,All other fields,lkly_jth,0.6012,0.6861,1.3623,-0.0849,-0.06232457265887106,negligible
corsscieco,All other fields,nfct_nth,0.0485,0.0416,0.2226,0.007,0.03130742053287762,negligible
corsscieco,All other fields,att_nth,0.0357,0.0386,0.1942,-0.0029,-0.014830581597803642,negligible
corsscieco,All other fields,fct_nth,0.2175,0.2269,0.6082,-0.0093,-0.015353318250641708,negligible
corsscieco,All other fields,lkly_nth,0.3,0.2922,0.7154,0.0078,0.010850798545693959,negligible
corsscieco,All other fields,spch_vto,0.124,0.2951,0.6942,-0.1711,-0.24649894634813518,small
corsscieco,All other fields,mntl_vto,0.4035,0.4457,0.8093,-0.0422,-0.052085228526988346,negligible
corsscieco,All other fields,dsre_vto,0.6257,0.8212,1.1365,-0.1955,-0.17201262074705223,negligible
corsscieco,All other fields,efrt_vto,1.1556,1.14,1.3487,0.0155,0.011518239524566029,negligible
corsscieco,All other fields,prob_vto,0.4977,0.4898,0.9099,0.0079,0.008670101011793281,negligible
corsscieco,All other fields,x1_jto,0.5848,0.6258,1.2811,-0.041,-0.03197201871009223,negligible
corsscieco,All other fields,x2_jto,0.3246,0.3466,0.7318,-0.0221,-0.030155391502038987,negligible
corsscieco,All other fields,x3_jto,0.0018,0.013,0.1101,-0.0112,-0.10178001996111394,negligible
corsscieco,All other fields,x4_jto,0.2708,0.2614,0.6123,0.0093,0.01520929112058574,negligible
corsscieco,All other fields,x5_jto,0.2591,0.2624,0.5947,-0.0034,-0.005639638030563731,negligible
corsscieco,All other fields,all_nto,0.483,0.7577,1.3047,-0.2747,-0.2105106048463878,small
corsscieco,All other fields,nonfadvl,0.8327,0.7937,1.0548,0.0391,0.037064727390883054,negligible
corsscieco,All other fields,atadvl,0.1,0.0609,0.2563,0.0391,0.15245906585707722,negligible
corsscieco,All other fields,fctadvl,0.4058,0.4577,0.8573,-0.0519,-0.06051216975570292,negligible
corsscieco,All other fields,lklydvl,0.1409,0.2939,0.675,-0.153,-0.22662227335861582,small
corsscieco,All other fields,all_vth,6.5251,5.8308,3.8295,0.6943,0.18131276115685602,negligible
corsscieco,All other fields,all_jth,0.9784,0.9768,1.505,0.0015,0.001010109568057034,negligible
corsscieco,All other fields,all_nth,0.6035,0.599,1.0287,0.0046,0.004430461972852311,negligible
corsscieco,All other fields,all_th,8.107,7.4071,4.7555,0.7,0.14718978731941018,negligible
corsscieco,All other fields,all_vto,2.8123,3.1917,2.367,-0.3794,-0.16028771304960665,negligible
corsscieco,All other fields,all_jto,1.4468,1.5094,1.7648,-0.0626,-0.03548990601744717,negligible
corsscieco,All other fields,all_to,4.745,5.4586,3.6079,-0.7135,-0.19777127935268357,negligible
corsscieco,All other fields,all_advl,1.4784,1.6066,1.6214,-0.1282,-0.07906579544825237,negligible
corsscieco,All other fields,act_ipv,0.0053,0.0066,0.1022,-0.0013,-0.012653658203782885,negligible
corsscieco,All other fields,act_tpv,0.1117,0.2715,0.7332,-0.1598,-0.21794907728458174,small
corsscieco,All other fields,mentalpv,0.0088,0.0109,0.1065,-0.0022,-0.02031661108020822,negligible
corsscieco,All other fields,commpv,0.0901,0.047,0.2707,0.0431,0.1591449168651103,negligible
corsscieco,All other fields,occurpv,0.0,0.0023,0.0967,-0.0023,-0.023322436560354456,negligible
corsscieco,All other fields,copulapv,0.031,0.0148,0.1328,0.0162,0.12196833009326563,negligible
corsscieco,All other fields,aspectpv,0.0029,0.0076,0.0695,-0.0046,-0.06664614501104367,negligible
corsscieco,All other fields,humann,2.3076,5.2145,6.2146,-2.9068,-0.46774675161225926,small
corsscieco,All other fields,prcessn,20.5462,20.9095,11.1467,-0.3633,-0.0325897672060027,negligible
corsscieco,All other fields,cognitn,7.1392,7.158,5.2318,-0.0188,-0.0035943114161662232,negligible
corsscieco,All other fields,abstrcn,40.5731,32.2412,15.2528,8.3319,0.5462554267223706,medium
corsscieco,All other fields,concrtn,5.9924,8.4092,7.2443,-2.4168,-0.3336096296604942,small
corsscieco,All other fields,tccncrt,5.8088,6.3922,6.5449,-0.5834,-0.0891397130471199,negligible
corsscieco,All other fields,quann,10.4708,7.3692,6.2851,3.1015,0.4934747648017214,small
corsscieco,All other fields,placen,8.6398,5.1185,6.3207,3.5212,0.5570923565424873,medium
corsscieco,All other fields,groupn,2.2111,2.5665,4.4371,-0.3554,-0.08009156480356361,negligible
corsscieco,All other fields,sizej,2.2398,2.1187,2.6698,0.121,0.04533782213650631,negligible
corsscieco,All other fields,timej,0.7749,0.797,1.6154,-0.0221,-0.013683487297839185,negligible
corsscieco,All other fields,colorj,0.0637,0.1058,0.5441,-0.0421,-0.07729659351039969,negligible
corsscieco,All other fields,evalj,1.0865,0.8674,1.3792,0.2191,0.15889315759318345,negligible
corsscieco,All other fields,relatnj,5.0509,5.1369,3.4438,-0.086,-0.024986587806545668,negligible
corsscieco,All other fields,topicj,9.7257,6.2676,7.5825,3.4581,0.45606846705698845,small
corsscieco,All other fields,actv,15.4579,16.5276,6.3485,-1.0697,-0.16850448937254198,negligible
corsscieco,All other fields,commv,4.9415,6.1813,4.0486,-1.2398,-0.3062174856721843,small
corsscieco,All other fields,mentalv,12.1058,12.8012,5.6235,-0.6953,-0.12364300071269704,negligible
corsscieco,All other fields,causev,3.0643,2.6401,2.4256,0.4242,0.17488807845713536,negligible
corsscieco,All other fields,occurv,3.3281,2.5743,2.3486,0.7538,0.32095490352927514,small
corsscieco,All other fields,existv,8.4655,8.6636,4.083,-0.1981,-0.04852501069178147,negligible
corsscieco,All other fields,aspectv,0.8275,0.7713,1.1824,0.0562,0.04748939613290682,negligible
